,wins_home,losses,srs,ft,stl,win_loss_pct,pf,wins_visitor,mp,fga,fta,fg3_pct,fg,trb,losses_conf,sos,school_name,fg3,pts,orb,fg_pct,ast,wins_conf,losses_visitor,wins,ft_pct,fg3a,blk,opp_pts,tov,g,losses_home
0,13,7,-1.91,457,297,.794,635,10,1370,1911,642,.380,897,1110,4,-7.34,Abilene Christian,251,2502,325,.469,525,14,4,27,.712,660,93,2161,407,34,2
1,9,18,-4.28,341,154,.438,543,3,1300,1776,503,.329,802,1077,10,0.24,Air Force,234,2179,253,.452,434,8,9,14,.678,711,57,2294,423,32,6
2,14,16,4.86,380,185,.515,569,1,1325,1948,539,.320,797,1204,10,1.09,Akron,297,2271,312,.409,399,8,10,17,.705,929,106,2107,388,33,3
3,10,16,9.45,492,157,.529,572,4,1365,1945,739,.340,856,1285,10,9.01,Alabama,244,2448,384,.440,418,8,8,18,.666,718,160,2433,465,34,6
4,4,27,-19.23,284,234,.156,587,0,1295,1809,453,.315,736,1032,14,-8.38,Alabama A&M,182,1938,314,.407,385,4,18,5,.627,578,50,2285,487,32,7
5,8,19,-15.60,446,203,.387,565,3,1250,1764,684,.321,712,1094,9,-7.84,Alabama State,216,2086,365,.404,313,9,13,12,.652,673,102,2235,451,31,3
6,6,20,-9.38,420,195,.375,566,6,1300,1750,564,.347,728,1081,9,-6.70,Albany (NY),274,2150,294,.416,402,7,10,12,.745,790,78,2216,454,32,8
7,10,21,-22.08,366,229,.323,548,0,1245,1721,543,.327,709,1079,12,-8.97,Alcorn State,211,1995,334,.412,391,6,17,10,.674,646,107,2194,492,31,3
8,8,15,-4.19,411,221,.500,520,6,1220,1645,589,.325,780,1014,9,-7.23,American,190,2161,251,.474,402,9,8,15,.698,584,131,2070,386,30,7
9,9,21,-3.73,505,171,.344,585,2,1290,1938,706,.359,880,1127,12,0.10,Appalachian State,292,2557,310,.454,406,6,12,11,.715,814,90,2539,418,32,5
10,12,15,8.32,446,165,.531,594,4,1290,1861,620,.336,794,1115,10,6.32,Arizona,235,2269,324,.427,398,8,7,17,.719,699,73,2205,370,32,5
11,13,11,10.28,600,213,.676,675,6,1380,2012,882,.336,899,1351,6,6.04,Arizona State,240,2638,399,.447,459,12,5,23,.680,714,109,2494,466,34,3
12,12,16,11.75,514,276,.529,693,5,1370,2004,769,.345,893,1152,10,8.78,Arkansas,259,2559,345,.446,543,8,8,18,.668,751,172,2458,450,34,6
13,10,19,-7.10,530,183,.406,684,2,1310,1904,721,.334,796,1211,11,-1.23,Arkansas State,237,2359,403,.418,363,7,13,13,.735,709,139,2475,448,32,4
14,8,19,-14.43,476,216,.406,629,4,1300,1685,702,.338,719,1063,8,-8.18,Arkansas-Pine Bluff,194,2108,317,.427,365,10,17,13,.678,574,109,2269,478,32,2
15,10,19,-7.57,322,198,.406,544,3,1280,1956,471,.315,837,1125,10,-4.73,Army,272,2268,259,.428,499,8,13,13,.684,863,50,2305,376,32,4
16,15,10,20.84,540,369,.750,731,4,1615,2439,760,.377,1097,1369,7,10.92,Auburn,454,3188,457,.450,572,11,6,30,.711,1204,190,2750,466,40,2
17,10,11,0.59,498,252,.667,596,8,1335,2060,705,.382,973,1215,5,-4.41,Austin Peay,268,2712,397,.472,454,13,7,22,.706,702,110,2413,392,33,2
18,7,17,3.39,498,217,.485,579,8,1340,1892,709,.325,889,1243,12,1.21,Ball State,202,2478,308,.470,426,6,7,16,.702,621,118,2362,480,33,7
19,13,14,13.38,430,209,.588,636,5,1365,1966,635,.341,869,1281,8,9.26,Baylor,274,2442,450,.442,473,10,6,20,.677,803,159,2302,446,34,5
20,13,6,9.12,441,220,.818,509,12,1330,2094,598,.372,1042,1275,2,-2.60,Belmont,343,2868,286,.498,645,16,3,27,.737,922,125,2439,376,33,1
21,11,17,-11.98,420,234,.452,610,3,1250,1899,689,.321,833,1274,7,-9.74,Bethune-Cookman,204,2290,415,.439,444,9,12,14,.610,635,108,2245,501,31,4
22,5,23,-13.92,291,183,.303,474,5,1320,1842,452,.349,793,1060,11,-4.69,Binghamton,275,2152,244,.431,324,5,12,10,.644,788,152,2376,409,33,11
23,8,20,3.61,422,200,.394,570,3,1330,1801,584,.352,845,1016,11,1.08,Boise State,252,2364,242,.469,398,7,10,13,.723,715,68,2263,379,33,7
24,10,17,5.83,442,159,.452,509,2,1260,1808,633,.317,768,1139,13,7.76,Boston College,218,2196,331,.425,382,5,8,14,.698,687,103,2256,378,31,8
25,7,18,-6.61,320,199,.455,578,8,1325,1922,468,.346,922,1091,11,-5.39,Boston University,221,2385,311,.480,447,7,10,15,.684,639,73,2387,425,33,7
26,14,12,4.24,506,227,.647,596,5,1370,2134,755,.357,945,1396,6,0.86,Bowling Green State,272,2668,408,.443,427,12,8,22,.670,762,90,2496,412,34,2
27,10,15,-0.08,465,186,.571,617,5,1405,1874,672,.368,812,1195,9,-0.90,Bradley,240,2329,313,.433,423,9,8,20,.692,653,132,2285,440,35,6
28,13,13,6.15,545,203,.594,625,5,1295,1878,750,.330,878,1118,5,3.31,Brigham Young,226,2527,263,.468,482,11,8,19,.727,684,107,2436,354,32,3
29,13,12,-0.62,490,241,.625,600,7,1290,1818,685,.342,805,1157,7,-3.29,Brown,255,2355,261,.443,418,7,9,20,.715,745,123,2204,458,32,3
30,8,20,-15.19,440,158,.333,575,2,1200,1680,618,.325,709,969,11,-7.66,Bryant,230,2088,285,.422,319,7,13,10,.712,708,79,2314,383,30,6
31,12,12,0.59,489,173,.636,627,7,1325,1928,653,.351,867,1154,5,-2.93,Bucknell,311,2534,286,.450,519,13,8,21,.749,885,116,2418,409,33,3
32,14,4,15.56,527,263,.889,659,12,1445,2344,767,.337,1083,1470,2,2.62,Buffalo,344,3037,452,.462,599,16,3,32,.687,1022,140,2550,433,36,0
33,12,17,9.22,360,193,.485,593,2,1330,1934,488,.353,861,1058,11,8.10,Butler,292,2374,288,.445,434,7,10,16,.738,827,62,2337,359,33,4
34,4,23,-13.95,293,147,.207,544,1,1185,1715,452,.328,706,975,14,-3.54,Cal Poly,225,1930,284,.412,301,2,14,6,.648,687,99,2183,334,29,8
35,9,16,-5.12,417,218,.529,747,7,1375,2092,620,.324,887,1272,9,-2.63,Cal State Bakersfield,221,2412,486,.424,379,7,10,18,.673,683,105,2412,439,34,4
36,9,18,-3.29,514,200,.471,639,4,1385,1911,726,.317,868,1224,6,-1.14,Cal State Fullerton,187,2437,277,.454,407,10,11,16,.708,589,118,2414,450,34,4
37,7,21,-6.54,431,225,.382,641,4,1375,2103,676,.361,968,1214,9,-3.39,Cal State Northridge,234,2601,352,.460,512,7,11,13,.638,648,154,2701,410,34,9
38,7,23,-3.16,436,227,.258,574,1,1245,1735,603,.350,739,900,15,5.42,California,207,2121,249,.426,338,3,10,8,.723,592,99,2387,352,31,9
39,8,15,-3.89,454,148,.516,623,8,1260,1859,576,.359,831,1171,9,-4.12,California Baptist,287,2403,306,.447,345,7,6,16,.788,800,85,2241,379,31,7
40,12,13,-3.62,448,218,.606,522,5,1325,1906,590,.343,867,1050,4,-4.39,Campbell,313,2495,266,.455,482,12,8,20,.759,912,104,2328,337,33,4
41,5,17,-8.79,398,204,.469,627,9,1295,1834,575,.324,798,1026,7,-4.85,Canisius,256,2250,300,.435,466,11,5,15,.692,791,108,2376,412,32,8
42,8,19,-11.37,487,202,.424,611,5,1330,1903,667,.352,810,1164,10,-4.81,Central Arkansas,276,2383,299,.426,463,8,13,14,.730,784,120,2498,478,33,5
43,5,20,-14.02,496,172,.355,597,5,1260,1821,634,.328,754,1107,13,-6.71,Central Connecticut State,201,2205,332,.414,353,5,12,11,.782,612,110,2367,427,31,7
44,15,9,13.37,518,189,.727,554,5,1325,1763,798,.365,819,1215,5,5.58,Central Florida,229,2385,315,.465,439,13,5,24,.649,628,150,2128,393,33,2
45,13,12,2.79,609,267,.657,593,7,1425,2177,908,.371,991,1321,8,-0.34,Central Michigan,305,2896,419,.455,467,10,6,23,.671,822,107,2690,425,35,4
46,12,16,-2.43,398,263,.529,571,4,1370,2156,588,.343,926,1277,7,-4.19,Charleston Southern,324,2574,407,.429,487,9,11,18,.677,945,110,2369,441,34,4
47,5,21,-8.34,389,138,.276,490,3,1160,1442,524,.311,598,892,13,-0.89,Charlotte,191,1776,199,.415,288,5,9,8,.742,615,101,1992,418,29,9
48,8,20,-7.87,312,139,.375,553,4,1285,1881,457,.365,833,1095,11,-0.76,Chattanooga,290,2268,278,.443,418,7,11,12,.683,795,79,2376,409,32,6
49,3,29,-24.83,393,193,.094,625,0,1280,1752,581,.299,718,995,16,0.67,Chicago State,141,1970,252,.410,376,0,19,3,.676,471,72,2710,512,32,8
50,16,7,14.53,534,214,.800,563,7,1410,2018,758,.345,872,1264,4,5.50,Cincinnati,232,2510,442,.432,466,14,4,28,.704,673,155,2194,365,35,2
51,14,14,13.85,456,223,.588,552,4,1360,1857,623,.328,833,1204,9,8.99,Clemson,217,2339,309,.449,410,9,6,20,.732,661,154,2174,450,34,5
52,8,21,-7.96,399,174,.323,551,2,1250,1834,585,.370,799,1093,13,-1.52,Cleveland State,303,2300,303,.436,460,5,12,10,.682,820,97,2437,412,31,9
53,10,17,-0.50,559,214,.500,691,6,1370,1986,778,.371,899,1256,9,-1.94,Coastal Carolina,284,2641,376,.453,451,9,11,17,.719,766,78,2520,472,34,4
54,15,11,1.23,418,213,.686,547,9,1415,1995,563,.393,955,1240,5,-3.83,Colgate,320,2648,322,.479,541,13,9,24,.742,815,121,2458,456,35,1
55,13,9,2.36,470,216,.727,486,8,1330,1818,615,.340,878,1060,6,-2.95,College of Charleston,227,2453,260,.483,387,12,5,24,.764,667,76,2265,347,33,2
56,15,13,9.68,570,181,.639,616,5,1445,2036,757,.323,924,1352,8,3.60,Colorado,230,2648,363,.454,478,10,9,23,.753,711,107,2429,479,36,2
57,8,20,-0.11,402,199,.375,522,3,1285,1818,579,.359,866,1080,11,1.41,Colorado State,259,2393,256,.476,472,7,8,12,.694,722,76,2406,372,32,9
58,5,18,-5.18,266,218,.357,539,4,1160,1720,377,.362,778,985,9,-2.14,Columbia,237,2059,255,.452,443,5,9,10,.706,655,78,2052,366,28,7
59,13,17,6.81,436,200,.485,643,1,1325,1959,641,.344,874,1167,12,4.32,Connecticut,252,2436,380,.446,422,6,8,16,.680,732,145,2354,427,33,5
60,3,25,-18.90,458,169,.242,620,4,1330,1827,689,.285,710,1218,9,-7.11,Coppin State,240,2118,314,.389,326,7,16,8,.665,841,115,2507,555,33,7
61,9,16,-6.12,398,181,.484,492,6,1260,1705,551,.332,754,1015,7,-2.02,Cornell,243,2149,191,.442,453,7,12,15,.722,731,107,2211,414,31,4
62,13,15,12.00,395,237,.571,580,4,1420,2044,582,.387,980,1196,9,8.59,Creighton,372,2727,288,.479,561,9,8,20,.679,961,92,2561,464,35,6
63,8,19,-5.75,314,158,.367,468,2,1210,1750,436,.366,791,1020,12,-3.00,Dartmouth,264,2160,246,.452,426,2,12,11,.720,721,100,2116,361,30,6
64,14,10,6.38,393,175,.706,539,7,1365,1893,525,.354,852,1185,4,1.96,Davidson,312,2409,264,.450,499,14,5,24,.749,882,82,2229,378,34,2
65,13,12,9.67,397,164,.636,463,7,1335,1789,575,.332,902,1145,5,2.91,Dayton,205,2406,261,.504,541,13,4,21,.690,617,81,2183,414,33,4
66,9,16,-7.91,410,149,.515,523,7,1360,1808,564,.378,830,1083,10,-4.82,Delaware,282,2352,254,.459,425,8,8,17,.727,746,78,2380,378,33,7
67,3,25,-26.82,332,214,.194,589,2,1240,1963,489,.297,695,1144,14,-10.13,Delaware State,234,1956,378,.354,333,2,15,6,.679,789,66,2371,435,31,9
68,6,22,-11.84,349,142,.267,506,1,1205,1723,460,.365,755,1041,13,-2.97,Denver,227,2086,275,.438,354,3,14,8,.759,622,78,2319,408,30,7
69,16,17,6.00,562,227,.528,630,3,1450,2143,773,.343,1009,1347,11,4.05,DePaul,241,2821,396,.471,513,7,9,19,.727,703,117,2751,488,36,7
70,6,20,-6.33,417,238,.355,528,4,1240,1874,581,.356,784,1019,10,-0.36,Detroit Mercy,294,2279,336,.418,319,8,14,11,.718,825,77,2464,355,31,6
71,13,10,2.52,468,180,.706,568,7,1385,1943,618,.361,908,1214,6,-0.66,Drake,279,2563,279,.467,518,12,6,24,.757,773,130,2387,449,34,2
72,9,19,-7.02,440,144,.406,542,3,1280,1900,584,.354,874,1126,11,-2.93,Drexel,237,2425,312,.460,464,7,11,13,.753,669,62,2475,377,32,7
73,15,6,26.90,551,346,.842,595,7,1525,2418,803,.308,1157,1567,4,11.98,Duke,278,3143,495,.478,606,14,2,32,.686,903,257,2576,488,38,2
74,14,13,0.53,460,250,.594,580,4,1295,1894,663,.322,810,1133,8,-0.63,Duquesne,271,2351,379,.428,442,10,6,19,.694,841,151,2314,451,32,4
75,8,21,-5.49,435,224,.323,622,1,1255,1791,638,.284,749,1061,15,1.31,East Carolina,155,2088,317,.418,382,3,11,10,.682,545,110,2299,416,31,9
76,13,10,5.21,425,252,.706,603,8,1375,2067,634,.361,1004,1351,5,-1.79,East Tennessee State,274,2707,442,.486,534,13,6,24,.670,758,135,2371,483,34,3
77,7,18,-11.81,375,200,.438,569,5,1310,1912,545,.370,826,1147,11,-5.01,Eastern Illinois,272,2299,347,.432,434,7,10,14,.688,735,120,2457,427,32,6
78,9,18,-7.40,486,317,.419,661,3,1265,2125,683,.327,902,1167,12,-2.47,Eastern Kentucky,272,2562,362,.424,458,6,11,13,.712,832,101,2577,447,31,5
79,11,17,0.40,380,237,.469,529,4,1295,1823,604,.295,818,1155,9,4.43,Eastern Michigan,187,2203,400,.449,369,9,10,15,.629,634,143,2213,442,32,7
80,9,18,-6.77,398,200,.471,632,4,1380,2040,546,.350,876,1192,8,-4.17,Eastern Washington,310,2460,299,.429,467,12,13,16,.729,886,101,2527,401,34,4
81,5,21,-11.53,307,135,.344,539,6,1290,1862,443,.355,812,1082,11,-3.56,Elon,335,2266,265,.436,468,7,7,11,.693,943,62,2445,413,32,11
82,9,21,-3.84,476,185,.344,602,2,1295,1776,660,.340,747,1095,13,0.13,Evansville,264,2234,215,.421,394,5,13,11,.721,776,89,2317,416,32,7
83,5,22,-10.20,291,202,.290,612,3,1240,1755,420,.350,761,968,12,-7.14,Fairfield,259,2072,273,.434,401,6,13,9,.693,740,63,2167,436,31,7
84,13,14,-6.09,509,261,.600,578,7,1420,1939,702,.400,921,1155,6,-7.24,Fairleigh Dickinson,269,2620,323,.475,486,12,9,21,.725,672,132,2515,477,35,4
85,9,16,15.42,435,257,.556,614,5,1455,2015,603,.334,857,1201,9,11.22,Florida,291,2440,375,.425,437,9,6,20,.721,872,131,2289,420,36,6
86,6,19,-13.57,309,226,.387,580,6,1245,1640,503,.368,719,991,7,-8.09,Florida A&M,180,1927,288,.438,355,9,14,12,.614,489,111,2057,499,31,3
87,9,16,-1.42,414,184,.515,575,6,1335,1971,551,.324,809,1296,10,-1.76,Florida Atlantic,290,2322,366,.410,419,8,9,17,.751,895,93,2243,485,33,5
88,10,18,-5.11,393,219,.438,514,4,1280,1787,588,.372,809,1064,7,-1.48,Florida Gulf Coast,269,2280,272,.453,449,9,10,14,.668,724,133,2360,479,32,4
89,12,14,-4.55,547,359,.588,655,6,1360,2239,855,.302,986,1217,8,-1.45,Florida International,279,2798,367,.440,491,10,9,20,.640,923,153,2734,477,34,4
90,15,8,17.99,579,266,.784,705,6,1500,2171,778,.332,960,1391,5,10.26,Florida State,272,2771,418,.442,475,13,4,29,.744,819,161,2485,492,37,1
91,9,20,-5.02,314,188,.375,559,3,1295,1890,462,.332,759,1082,15,-2.40,Fordham,276,2108,305,.402,360,3,8,12,.680,831,108,2141,345,32,10
92,13,9,8.99,412,228,.719,592,7,1285,1866,572,.381,847,1137,5,0.67,Fresno State,342,2448,300,.454,457,13,3,23,.720,897,111,2162,400,32,4
93,13,8,7.46,364,288,.758,481,11,1340,1962,508,.361,930,1171,5,-1.50,Furman,338,2562,326,.474,524,13,4,25,.717,935,137,2182,407,33,3
94,13,12,-2.61,527,238,.657,561,8,1430,1962,741,.391,955,1190,6,-4.43,Gardner-Webb,281,2718,271,.487,502,11,9,23,.711,719,101,2468,407,35,0
95,11,15,0.84,454,204,.545,563,6,1330,1855,634,.330,825,1166,7,0.08,George Mason,210,2314,323,.445,399,11,6,18,.716,637,97,2289,428,33,6
96,6,24,-6.65,411,170,.273,526,2,1340,1842,600,.311,745,1116,14,1.20,George Washington,196,2097,274,.404,375,4,10,9,.685,631,96,2356,413,33,11
97,13,14,6.80,568,198,.576,581,5,1355,2017,771,.355,894,1299,9,5.31,Georgetown,269,2625,350,.443,542,9,6,19,.737,757,131,2576,443,33,6
98,8,21,5.31,512,185,.344,565,2,1280,1761,726,.322,776,1215,16,8.12,Georgia,210,2274,357,.441,423,2,9,11,.705,653,163,2364,506,32,9
99,10,12,3.75,498,255,.636,590,7,1330,2028,720,.323,1012,1190,6,0.13,Georgia Southern,204,2726,320,.499,403,12,7,21,.692,632,132,2489,451,33,4
100,13,10,2.44,462,269,.706,583,7,1360,1968,694,.384,903,1110,5,0.65,Georgia State,330,2598,273,.459,415,13,7,24,.666,859,158,2491,391,34,1
101,11,18,6.93,405,221,.438,560,3,1285,1714,588,.307,755,1074,12,8.15,Georgia Tech,176,2091,262,.440,433,6,9,14,.689,573,166,2130,459,32,7
102,17,4,27.79,602,278,.892,603,9,1480,2239,791,.363,1177,1443,0,5.01,Gonzaga,287,3243,354,.526,668,16,1,33,.761,790,204,2400,394,37,0
