,wins_home,losses,srs,ft,stl,win_loss_pct,pf,wins_visitor,mp,fga,fta,fg3_pct,fg,trb,losses_conf,sos,school_name,fg3,pts,orb,fg_pct,ast,wins_conf,losses_visitor,wins,ft_pct,fg3a,blk,opp_pts,tov,g,losses_home
0,9,15,-1.94,387,255,.464,573,4,1130,1686,536,.356,770,904,10,1.01,Abilene Christian,206,2133,290,.457,444,5,7,13,.722,578,69,1992,358,28,5
1,10,16,2.75,342,176,.467,509,4,1210,1521,477,.359,711,871,12,2.55,Air Force,247,2011,191,.467,464,5,8,14,.717,688,125,2005,365,30,8
2,15,9,4.65,417,184,.700,462,5,1205,1725,574,.353,758,1076,4,-1.35,Akron,272,2205,314,.439,402,13,5,21,.726,771,76,1964,328,30,1
3,15,4,23.86,525,184,.867,564,9,1230,1860,724,.345,840,1329,1,9.92,Alabama,302,2507,375,.452,453,16,2,26,.725,876,151,2089,425,30,0
4,9,17,-10.50,375,244,.433,565,4,1216,1723,576,.369,757,969,8,-6.94,Alabama A&M,202,2091,299,.439,381,9,8,13,.651,547,119,2138,441,30,8
5,5,22,-15.47,403,177,.267,543,2,1205,1774,566,.306,665,1087,11,-5.78,Alabama State,181,1914,377,.375,303,6,17,8,.712,592,107,2183,398,30,5
6,5,23,-14.16,397,178,.258,576,2,1245,1755,550,.327,726,1033,13,-4.33,Albany (NY),237,2086,317,.414,363,3,16,8,.722,725,51,2332,414,31,6
7,7,12,-8.02,427,232,.586,553,9,1181,1717,589,.296,704,991,3,-5.30,Alcorn State,152,1987,359,.410,294,14,9,17,.725,514,71,2066,362,29,2
8,8,14,-7.70,312,220,.548,464,9,1250,1549,446,.348,756,930,11,-7.41,American,193,2017,239,.488,418,7,8,17,.700,555,125,2026,439,31,6
9,10,16,-1.00,367,204,.500,442,6,1290,1854,543,.335,819,1142,9,-0.49,Appalachian State,243,2248,288,.442,417,9,7,16,.676,726,146,2067,352,32,7
10,15,5,19.97,475,189,.833,508,6,1200,1793,662,.377,885,1199,5,8.07,Arizona,259,2504,320,.494,587,14,3,25,.718,687,101,2147,400,30,2
11,10,10,11.33,375,213,.667,556,7,1215,1809,542,.317,764,1114,8,8.00,Arizona State,224,2127,327,.422,430,11,5,20,.692,706,148,2027,359,30,5
12,14,11,17.43,451,251,.633,566,2,1205,1705,652,.321,818,1064,9,9.30,Arkansas,153,2240,293,.480,403,8,8,19,.692,477,157,1996,389,30,2
13,10,20,-7.54,406,220,.394,553,2,1325,1799,600,.352,777,1108,14,-2.77,Arkansas State,209,2169,325,.432,433,4,11,13,.677,593,108,2232,385,33,8
14,8,20,-12.33,410,241,.333,589,2,1210,1732,565,.322,684,1036,11,-4.60,Arkansas-Pine Bluff,238,2016,304,.395,384,6,16,10,.726,740,85,2099,463,30,4
15,10,15,-6.71,380,165,.531,513,7,1290,1800,557,.350,858,1101,8,-7.74,Army,242,2338,278,.477,414,10,7,17,.682,691,69,2231,411,32,5
16,13,11,14.64,434,238,.633,581,4,1205,1767,618,.312,773,1111,8,8.80,Auburn,195,2175,362,.437,423,9,8,19,.702,625,157,2000,383,30,2
17,7,22,-12.15,359,220,.290,525,1,1245,1790,495,.322,743,972,15,-2.43,Austin Peay,222,2067,312,.415,387,3,13,9,.725,690,94,2241,364,31,8
18,12,10,0.12,495,172,.667,494,6,1205,1666,723,.376,785,1087,6,-3.27,Ball State,229,2294,322,.471,396,11,7,20,.685,609,115,2115,368,30,1
19,14,8,19.08,491,201,.733,520,5,1205,1739,654,.368,781,1056,6,11.02,Baylor,286,2339,360,.449,443,11,5,22,.751,777,73,2097,369,30,2
20,8,18,-7.14,329,184,.455,522,6,1330,1738,436,.351,797,960,9,-1.07,Bellarmine,264,2187,217,.459,467,9,12,15,.755,752,45,2216,368,33,6
21,12,10,2.47,335,217,.677,482,7,1250,1836,463,.386,863,1025,6,-1.57,Belmont,295,2356,262,.470,468,14,7,21,.724,764,99,2205,358,31,2
22,7,19,-16.72,383,224,.387,528,4,1245,1810,555,.353,740,1005,10,-6.93,Bethune-Cookman,206,2069,305,.409,340,8,13,12,.690,583,94,2302,392,31,5
23,8,17,-10.20,349,138,.414,528,4,1180,1665,488,.317,751,1024,8,-5.64,Binghamton,158,2009,287,.451,341,8,10,12,.715,498,94,2073,380,29,7
24,14,7,14.07,377,153,.767,489,5,1210,1704,512,.363,775,1079,4,5.90,Boise State,235,2162,265,.455,334,13,5,23,.736,647,92,1889,341,30,1
25,9,15,1.67,339,200,.500,474,4,1210,1701,469,.322,741,991,10,5.20,Boston College,170,1991,281,.436,372,9,7,15,.723,528,110,2097,377,30,6
26,9,17,-7.97,387,205,.469,561,6,1300,1845,524,.330,761,1136,10,-6.39,Boston University,238,2147,328,.412,335,8,11,15,.739,722,79,2151,384,32,4
27,7,19,-6.81,436,184,.367,535,4,1200,1799,599,.347,821,1073,12,-3.20,Bowling Green State,219,2297,314,.456,418,5,10,11,.728,632,90,2342,364,30,9
28,15,8,8.50,321,223,.742,499,8,1245,1757,481,.369,821,1107,4,-0.90,Bradley,254,2217,304,.467,418,16,5,23,.667,688,124,1901,373,31,1
29,12,14,9.71,413,236,.548,598,2,1245,1854,576,.338,839,1173,9,5.75,Brigham Young,253,2344,340,.453,462,7,7,17,.717,748,122,2166,445,31,4
30,7,12,-2.59,281,189,.538,410,7,1046,1499,445,.349,657,913,6,-3.17,Brown,208,1803,234,.438,358,7,8,14,.631,596,84,1788,347,26,4
31,9,12,-3.10,434,197,.586,493,7,1165,1767,583,.344,824,1137,8,-4.32,Bryant,239,2321,306,.466,400,8,7,17,.744,694,103,2126,388,29,4
32,7,20,-9.41,332,176,.375,498,3,1290,1749,463,.356,797,1084,13,-6.97,Bucknell,235,2161,260,.456,429,5,13,12,.717,660,121,2192,427,32,7
33,10,16,-1.91,410,240,.467,568,3,1205,1875,588,.324,857,1135,9,1.30,Buffalo,212,2336,350,.457,453,8,9,14,.697,655,99,2321,430,30,4
34,10,16,6.46,320,199,.467,395,3,1200,1647,437,.334,721,910,13,8.50,Butler,197,1959,194,.438,373,6,8,14,.732,590,133,2020,357,30,6
35,6,23,-8.09,347,165,.233,589,1,1205,1568,468,.290,640,974,17,-0.05,Cal Poly,165,1792,257,.408,302,1,13,7,.741,568,72,1969,416,30,10
36,6,20,-7.62,359,182,.333,576,3,1220,1602,472,.344,676,959,13,-1.01,Cal State Bakersfield,138,1849,280,.422,319,6,11,10,.761,401,90,1960,389,30,8
37,11,12,2.28,430,192,.600,527,7,1235,1641,619,.371,705,1004,6,-0.11,Cal State Fullerton,236,2076,276,.430,314,12,8,18,.695,636,77,1936,361,30,2
38,7,24,-9.70,438,195,.226,584,0,1245,1691,594,.324,681,1037,16,-0.87,Cal State Northridge,181,1981,305,.403,309,4,14,7,.737,559,97,2143,385,31,8
39,3,27,-2.54,358,144,.100,511,0,1210,1593,495,.297,621,952,17,9.36,California,148,1748,264,.390,292,2,11,3,.723,498,91,2105,393,30,14
40,12,14,0.81,351,133,.533,514,4,1210,1741,530,.332,748,1134,9,-0.76,California Baptist,253,2100,341,.430,433,7,7,16,.662,762,100,1949,342,30,5
41,8,17,-5.60,445,200,.452,503,4,1265,1615,639,.332,747,978,10,-4.88,Campbell,209,2148,240,.463,385,8,10,14,.696,630,89,2113,375,31,6
42,6,19,-7.05,301,153,.321,444,3,1140,1684,417,.349,710,944,12,-2.76,Canisius,241,1964,300,.422,399,7,12,9,.722,690,74,2034,335,28,7
43,6,22,-13.41,361,202,.290,508,2,1255,1987,482,.323,818,1128,14,-2.84,Central Arkansas,264,2261,347,.412,384,4,13,9,.749,818,98,2527,413,31,8
44,6,22,-13.77,310,179,.313,451,4,1295,1874,437,.327,791,1092,9,-9.58,Central Connecticut State,219,2111,324,.422,412,7,14,10,.709,669,122,2245,380,32,7
45,10,13,11.17,385,215,.552,489,4,1195,1680,501,.360,716,1009,10,5.20,Central Florida,258,2075,336,.426,406,7,6,16,.768,717,110,1902,386,29,6
46,6,20,-10.80,428,176,.333,601,3,1205,1638,624,.298,681,1070,12,-1.69,Central Michigan,183,1973,341,.416,321,5,11,10,.686,615,114,2182,484,30,8
47,6,20,-9.02,352,152,.333,536,3,1205,1783,486,.346,794,1052,13,-4.20,Charleston Southern,245,2185,350,.445,364,5,12,10,.724,709,79,2230,354,30,8
48,11,12,3.80,282,158,.600,422,5,1215,1552,378,.376,728,892,10,-0.53,Charlotte,241,1979,198,.469,389,9,8,18,.746,641,73,1849,325,30,3
49,9,16,-2.54,395,184,.484,479,6,1245,1826,554,.373,811,1125,11,-2.76,Chattanooga,355,2372,317,.444,473,7,9,15,.713,952,111,2219,361,31,7
50,8,19,-9.91,396,171,.367,541,3,1205,1698,542,.338,732,1065,,-3.21,Chicago State,248,2108,355,.431,371,,19,11,.731,734,82,2156,409,30,0
51,14,11,11.33,337,185,.633,474,4,1210,1896,479,.358,856,1108,7,4.81,Cincinnati,270,2319,328,.451,474,10,6,19,.704,755,115,2087,327,30,3
52,14,9,10.70,416,158,.700,532,5,1210,1692,523,.365,796,1035,6,3.80,Clemson,245,2253,217,.470,432,13,6,21,.795,671,87,2046,336,30,1
53,13,12,-2.03,383,228,.625,532,7,1300,1912,567,.304,869,1134,6,-4.90,Cleveland State,162,2283,401,.454,426,14,9,20,.675,533,105,2171,369,32,3
54,8,20,-8.43,418,188,.355,497,3,1250,1880,533,.316,816,1153,13,-1.25,Coastal Carolina,223,2273,349,.434,383,5,11,11,.784,705,99,2294,379,31,8
55,12,8,2.05,329,227,.750,404,11,1280,1864,499,.409,953,1085,1,-6.30,Colgate,267,2502,263,.511,582,17,4,24,.659,653,88,2210,334,32,2
56,17,3,8.86,467,226,.903,530,11,1250,1965,632,.342,873,1259,2,-4.34,College of Charleston,320,2533,425,.444,439,16,2,28,.739,936,97,2108,380,31,1
57,11,15,11.90,381,233,.500,488,2,1200,1772,553,.314,763,1126,12,8.44,Colorado,192,2099,345,.431,388,7,9,15,.689,611,112,1995,402,30,4
58,8,17,5.63,347,173,.433,487,4,1215,1630,470,.360,798,913,12,6.11,Colorado State,228,2171,173,.490,501,5,8,13,.738,633,67,2142,333,30,7
59,6,21,-14.50,336,190,.250,468,1,1130,1674,471,.315,670,973,11,-2.57,Columbia,217,1893,291,.400,329,2,12,7,.713,689,57,2110,385,28,9
60,15,7,21.24,444,202,.767,551,5,1200,1813,589,.359,832,1176,7,7.04,Connecticut,269,2377,406,.459,521,12,5,23,.754,750,151,1951,388,30,2
61,4,22,-14.12,464,241,.290,607,5,1260,1737,647,.340,761,945,10,-3.15,Coppin State,262,2248,199,.438,350,4,16,9,.717,770,80,2588,463,31,6
62,10,10,1.06,335,251,.615,434,6,1045,1613,459,.355,762,892,7,-2.49,Cornell,281,2140,270,.472,457,6,8,16,.730,791,57,1976,324,26,2
63,13,11,18.44,375,156,.633,391,4,1210,1770,495,.357,828,1120,6,9.64,Creighton,267,2298,256,.468,480,13,6,19,.758,748,129,2034,346,30,2
64,6,18,-8.42,321,144,.333,458,3,1095,1571,461,.329,686,944,8,-2.54,Dartmouth,218,1911,229,.437,341,5,11,9,.696,662,106,1945,386,27,5
65,7,15,2.11,408,154,.483,446,5,1175,1605,551,.333,720,957,10,1.79,Davidson,202,2050,240,.449,379,7,6,14,.740,606,36,2018,322,29,8
66,14,10,9.72,394,145,.667,415,5,1210,1559,570,.350,742,1084,5,1.09,Dayton,201,2079,268,.476,456,12,5,20,.691,575,132,1820,378,30,2
67,10,15,-4.73,416,215,.516,505,4,1245,1734,573,.325,769,1013,10,-3.53,Delaware,207,2161,268,.443,371,8,10,16,.726,636,128,2173,360,31,5
68,4,23,-16.83,328,206,.207,535,2,1170,1668,475,.319,693,1014,11,-4.72,Delaware State,166,1880,327,.415,365,4,14,6,.691,521,77,2176,464,29,8
69,9,16,-8.38,503,173,.484,528,4,1260,1657,704,.325,807,1088,12,-5.10,Denver,140,2257,279,.487,351,6,11,15,.714,431,95,2319,464,31,5
70,7,21,2.57,374,191,.300,548,2,1220,1786,505,.361,753,988,16,8.70,DePaul,249,2129,282,.422,415,3,12,9,.741,689,137,2313,390,30,7
71,9,19,-2.80,437,202,.424,529,5,1330,2024,569,.386,876,1212,11,-3.21,Detroit Mercy,338,2527,433,.433,413,9,13,14,.768,875,64,2486,390,33,5
72,14,7,7.57,395,173,.774,462,6,1270,1824,510,.368,850,1116,5,-1.14,Drake,250,2345,255,.466,424,15,6,24,.775,679,80,2008,330,31,1
73,12,14,-2.08,330,168,.533,428,3,1225,1694,481,.314,728,1058,8,-4.98,Drexel,217,2003,314,.430,351,10,9,16,.686,691,100,1879,350,30,3
74,16,8,14.78,400,167,.733,455,3,1205,1747,521,.330,779,1178,6,6.68,Duke,206,2164,381,.446,444,13,6,22,.768,625,141,1921,370,30,0
75,16,10,5.87,337,249,.667,555,3,1202,1858,486,.374,826,1072,7,0.41,Duquesne,275,2264,364,.445,470,10,6,20,.693,735,114,2100,358,30,4
76,10,14,-0.18,431,189,.517,524,2,1160,1670,625,.316,680,1073,10,0.79,East Carolina,225,2016,357,.407,389,6,7,15,.690,711,84,2044,378,29,6
