,wins_home,losses,srs,ft,stl,win_loss_pct,pf,wins_visitor,mp,fga,fta,fg3_pct,fg,trb,losses_conf,sos,school_name,fg3,pts,orb,fg_pct,ast,wins_conf,losses_visitor,wins,ft_pct,fg3a,blk,opp_pts,tov,g,losses_home
0,9,16,-11.86,360,210,.448,631,4,1180,1555,543,.376,721,904,11,-7.10,Abilene Christian,207,2009,222,.464,408,7,11,13,.663,550,83,2073,412,29,5
1,11,21,-3.06,513,197,.364,594,0,1335,1876,715,.363,817,1149,14,1.00,Air Force,264,2411,310,.436,494,4,11,12,.717,728,57,2477,390,33,7
2,13,9,3.59,508,198,.750,653,7,1440,2035,744,.372,949,1246,4,-1.21,Akron,366,2772,357,.466,517,14,6,27,.683,984,118,2550,422,36,2
3,11,15,11.29,487,200,.559,664,5,1380,1909,746,.317,809,1327,8,7.47,Alabama,225,2330,418,.424,390,10,6,19,.653,710,141,2200,474,34,6
4,1,27,-26.99,411,100,.069,526,1,1175,1549,614,.280,628,914,16,-11.09,Alabama A&M,125,1794,299,.405,326,2,18,2,.669,447,50,2255,384,29,9
5,6,23,-19.75,404,150,.258,629,1,1260,1834,634,.297,719,1188,12,-10.75,Alabama State,200,2042,427,.392,300,6,17,8,.637,674,98,2305,488,31,5
6,11,14,-0.16,490,178,.600,617,9,1400,1941,647,.372,907,1257,6,-4.69,Albany (NY),192,2496,379,.467,444,10,8,21,.757,516,60,2301,416,35,5
7,11,14,-12.33,399,209,.563,610,6,1285,1866,612,.332,800,1243,5,-10.95,Alcorn State,222,2221,387,.429,425,13,11,18,.652,669,115,2175,452,32,2
8,4,22,-10.30,293,209,.267,548,4,1205,1542,474,.318,692,868,13,-3.50,American,168,1845,204,.449,339,5,11,8,.618,529,73,2049,396,30,11
9,8,21,-8.67,459,167,.300,641,1,1205,1781,674,.338,749,1126,14,-1.60,Appalachian State,251,2208,339,.421,414,4,14,9,.681,742,91,2279,414,30,6
10,15,5,18.25,635,201,.865,625,9,1480,2048,830,.390,977,1358,2,7.63,Arizona,244,2833,380,.477,501,16,1,32,.765,625,119,2440,413,37,1
11,9,18,4.02,489,194,.455,556,4,1325,2047,653,.366,888,1075,11,7.11,Arizona State,328,2593,304,.434,430,7,6,15,.749,896,106,2695,344,33,7
12,15,10,14.04,628,278,.722,739,6,1440,2165,825,.365,997,1298,6,8.60,Arkansas,233,2855,401,.461,497,12,5,26,.761,638,170,2659,428,36,3
13,12,12,0.87,474,172,.625,652,7,1285,1792,743,.380,826,1169,7,-2.10,Arkansas State,220,2346,352,.461,397,11,9,20,.638,579,83,2211,414,32,1
14,6,25,-22.81,379,279,.219,718,1,1305,1725,581,.335,695,1013,12,-10.28,Arkansas-Pine Bluff,208,1977,335,.403,334,6,19,7,.652,621,93,2320,578,32,6
15,9,19,-5.84,349,178,.406,620,4,1295,1906,533,.353,842,1213,12,-4.10,Army,291,2324,317,.442,520,6,10,13,.655,825,61,2340,483,32,8
16,10,14,8.17,562,234,.563,668,6,1290,1969,836,.366,861,1171,11,7.33,Auburn,289,2573,369,.437,416,7,6,18,.672,789,162,2546,434,32,5
17,5,19,-11.00,492,171,.367,547,4,1215,1718,695,.355,806,913,9,-2.32,Austin Peay,227,2331,245,.469,324,7,11,11,.708,640,73,2515,373,30,8
18,11,13,-1.45,500,203,.618,658,7,1380,2014,696,.379,929,1281,7,-3.57,Ball State,319,2677,335,.461,529,11,7,21,.718,841,118,2567,496,34,5
19,15,8,19.75,478,180,.771,617,6,1400,1956,661,.359,921,1329,6,11.87,Baylor,230,2550,451,.471,544,12,4,27,.723,641,166,2228,469,35,2
20,12,7,4.28,400,131,.767,531,11,1205,1703,521,.342,798,1057,1,-1.69,Belmont,306,2302,254,.469,481,15,4,23,.768,895,80,2078,380,30,1
21,7,22,-19.44,367,245,.313,644,2,1315,2022,554,.320,840,1135,10,-11.21,Bethune-Cookman,228,2275,397,.415,448,6,13,10,.662,712,96,2490,413,32,7
22,7,20,-11.99,391,167,.375,545,4,1285,1757,555,.362,768,1055,13,-5.79,Binghamton,248,2175,251,.437,410,3,13,12,.705,685,78,2270,397,32,7
23,11,12,5.52,529,158,.625,662,8,1280,1802,743,.348,811,1139,6,2.72,Boise State,253,2404,309,.450,387,12,7,20,.712,726,77,2278,409,32,3
24,8,23,2.20,378,179,.281,597,0,1280,1880,556,.374,843,1119,16,8.08,Boston College,256,2320,292,.448,473,2,9,9,.680,685,87,2508,467,32,10
25,11,14,-2.43,431,265,.563,610,6,1300,1844,619,.354,817,1141,6,-3.66,Boston University,274,2339,321,.443,449,12,9,18,.696,773,81,2264,444,32,5
26,10,19,-6.00,471,221,.406,623,3,1295,1957,706,.342,832,1153,11,-2.00,Bowling Green State,220,2355,353,.425,390,7,12,13,.667,644,87,2453,408,32,7
27,8,20,-2.84,484,203,.394,672,3,1325,1722,719,.356,731,1156,11,2.94,Bradley,217,2163,297,.425,372,7,10,13,.673,609,118,2333,499,33,7
28,14,12,8.22,637,224,.647,657,5,1360,2057,869,.344,937,1418,6,1.87,Brigham Young,230,2741,363,.456,534,12,4,22,.733,668,156,2525,469,34,4
29,9,17,-8.55,561,228,.433,597,4,1200,1660,739,.367,735,933,10,-4.08,Brown,244,2275,275,.443,399,4,8,13,.759,665,56,2338,430,30,7
30,9,20,-9.69,458,218,.375,680,2,1315,1917,636,.338,839,1148,9,-5.43,Bryant,237,2373,345,.438,460,9,15,12,.720,701,69,2478,428,32,5
31,14,9,5.89,497,252,.743,655,9,1400,1961,730,.379,942,1203,3,-2.48,Bucknell,286,2669,302,.480,510,15,6,26,.681,754,134,2376,466,35,2
32,8,15,0.92,492,181,.531,735,8,1285,1945,711,.330,877,1295,7,-1.01,Buffalo,240,2486,397,.451,459,11,7,17,.692,727,127,2375,453,32,4
33,13,9,17.70,522,206,.735,640,7,1370,1898,704,.366,906,1091,6,10.23,Butler,261,2595,287,.477,453,12,4,25,.741,714,96,2341,346,34,3
34,6,20,-10.71,372,162,.355,574,5,1250,1800,534,.340,726,1003,10,-4.22,Cal Poly,258,2082,300,.403,322,6,11,11,.697,758,113,2242,333,31,6
35,12,10,3.21,483,286,.714,794,11,1425,2035,755,.351,895,1349,2,-1.94,Cal State Bakersfield,229,2502,432,.440,507,12,6,25,.640,652,137,2235,519,35,1
36,12,15,-7.55,513,223,.531,666,4,1315,1850,747,.311,821,1196,6,-6.85,Cal State Fullerton,196,2351,348,.444,387,10,8,17,.687,631,117,2280,465,32,4
37,7,19,-8.34,584,207,.367,638,4,1200,1747,801,.349,806,1052,9,-4.13,Cal State Northridge,145,2341,295,.461,411,7,8,11,.729,415,90,2440,399,30,7
38,15,13,11.11,476,165,.618,656,3,1380,1911,720,.340,807,1323,8,6.34,California,226,2316,394,.422,409,10,6,21,.661,664,155,2154,428,34,4
39,11,18,-9.68,541,244,.514,662,6,1490,1992,720,.368,909,1219,11,-7.59,Campbell,294,2653,291,.456,432,7,9,19,.751,798,151,2605,476,37,8
40,7,16,-2.82,470,230,.529,659,9,1370,2066,639,.371,943,1120,10,-3.50,Canisius,309,2665,364,.456,601,10,8,18,.736,832,64,2642,446,34,7
41,5,24,-13.04,493,178,.250,606,3,1295,1910,687,.375,836,1151,11,-3.76,Central Arkansas,230,2395,337,.438,465,7,16,8,.718,613,84,2692,446,32,6
42,3,23,-17.51,331,166,.207,539,3,1170,1602,534,.349,675,966,14,-7.68,Central Connecticut State,146,1827,332,.421,341,4,14,6,.620,418,68,2112,413,29,9
43,15,12,9.58,501,144,.667,548,6,1445,1898,758,.352,825,1471,7,3.69,Central Florida,263,2414,389,.435,400,11,6,24,.661,748,145,2202,525,36,3
44,10,16,-5.76,603,181,.500,612,5,1295,2153,762,.358,912,1244,12,-2.63,Central Michigan,399,2826,364,.424,362,6,9,16,.791,1115,93,2807,362,32,5
45,9,19,-12.28,428,176,.387,620,3,1255,1868,643,.341,824,1092,11,-6.21,Charleston Southern,228,2304,336,.441,341,7,12,12,.666,669,89,2343,358,31,6
46,10,17,-5.24,458,190,.433,578,3,1205,1803,614,.376,800,979,11,-0.93,Charlotte,237,2295,224,.444,361,7,9,13,.746,630,94,2407,366,30,5
47,11,12,1.10,481,241,.613,570,7,1245,1718,677,.346,801,1005,8,-2.08,Chattanooga,231,2314,322,.466,377,10,7,19,.710,667,145,2132,413,31,3
